"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"< 1 year"	"0"	"1999"	"1999"	12291	1852123	663.6
	"Female"	"F"	"< 1 year"	"0"	"2000"	"2000"	12317	1856631	663.4
	"Female"	"F"	"< 1 year"	"0"	"2001"	"2001"	12091	1962905	616.0
	"Female"	"F"	"< 1 year"	"0"	"2002"	"2002"	12317	1932939	637.2
	"Female"	"F"	"< 1 year"	"0"	"2003"	"2003"	12123	1942634	624.0
	"Female"	"F"	"< 1 year"	"0"	"2004"	"2004"	12218	1962216	622.7
	"Female"	"F"	"< 1 year"	"0"	"2005"	"2005"	12422	1956682	634.9
	"Female"	"F"	"< 1 year"	"0"	"2006"	"2006"	12547	1975919	635.0
	"Female"	"F"	"< 1 year"	"0"	"2007"	"2007"	12845	2027181	633.6
	"Female"	"F"	"< 1 year"	"0"	"2008"	"2008"	12390	2022889	612.5
	"Female"	"F"	"< 1 year"	"0"	"2009"	"2009"	11589	1959169	591.5
	"Female"	"F"	"< 1 year"	"0"	"2010"	"2010"	10884	1929877	564.0
	"Female"	"F"	"< 1 year"	"0"	"2011"	"2011"	10658	1952827	545.8
	"Female"	"F"	"< 1 year"	"0"	"2012"	"2012"	10490	1926339	544.6
	"Female"	"F"	"< 1 year"	"0"	"2013"	"2013"	10321	1925056	536.1
	"Female"	"F"	"< 1 year"	"0"	"2014"	"2014"	10329	1930493	535.0
	"Female"	"F"	"< 1 year"	"0"	"2015"	"2015"	10447	1942904	537.7
	"Female"	"F"	"< 1 year"	"0"	"2016"	"2016"	10294	1939667	530.7
"Total"	"Female"	"F"	"< 1 year"	"0"			208573	34998451	595.9
	"Female"	"F"	"1 year"	"1"	"1999"	"1999"	886	1849170	47.9
	"Female"	"F"	"1 year"	"1"	"2000"	"2000"	856	1867477	45.8
	"Female"	"F"	"1 year"	"1"	"2001"	"2001"	891	1882601	47.3
	"Female"	"F"	"1 year"	"1"	"2002"	"2002"	827	1960195	42.2
	"Female"	"F"	"1 year"	"1"	"2003"	"2003"	804	1926719	41.7
	"Female"	"F"	"1 year"	"1"	"2004"	"2004"	908	1932894	47.0
	"Female"	"F"	"1 year"	"1"	"2005"	"2005"	827	1950494	42.4
	"Female"	"F"	"1 year"	"1"	"2006"	"2006"	866	1942541	44.6
	"Female"	"F"	"1 year"	"1"	"2007"	"2007"	884	1958096	45.1
	"Female"	"F"	"1 year"	"1"	"2008"	"2008"	866	2005602	43.2
	"Female"	"F"	"1 year"	"1"	"2009"	"2009"	776	1997919	38.8
	"Female"	"F"	"1 year"	"1"	"2010"	"2010"	806	1947217	41.4
	"Female"	"F"	"1 year"	"1"	"2011"	"2011"	754	1941933	38.8
	"Female"	"F"	"1 year"	"1"	"2012"	"2012"	727	1946097	37.4
	"Female"	"F"	"1 year"	"1"	"2013"	"2013"	728	1933929	37.6
	"Female"	"F"	"1 year"	"1"	"2014"	"2014"	663	1938870	34.2
	"Female"	"F"	"1 year"	"1"	"2015"	"2015"	678	1939269	35.0
	"Female"	"F"	"1 year"	"1"	"2016"	"2016"	694	1953850	35.5
"Total"	"Female"	"F"	"1 year"	"1"			14441	34874873	41.4
	"Female"	"F"	"2 years"	"2"	"1999"	"1999"	579	1849556	31.3
	"Female"	"F"	"2 years"	"2"	"2000"	"2000"	571	1851456	30.8
	"Female"	"F"	"2 years"	"2"	"2001"	"2001"	556	1857181	29.9
	"Female"	"F"	"2 years"	"2"	"2002"	"2002"	531	1883190	28.2
	"Female"	"F"	"2 years"	"2"	"2003"	"2003"	585	1959311	29.9
	"Female"	"F"	"2 years"	"2"	"2004"	"2004"	524	1925324	27.2
	"Female"	"F"	"2 years"	"2"	"2005"	"2005"	506	1932337	26.2
	"Female"	"F"	"2 years"	"2"	"2006"	"2006"	549	1950420	28.1
	"Female"	"F"	"2 years"	"2"	"2007"	"2007"	513	1942309	26.4
	"Female"	"F"	"2 years"	"2"	"2008"	"2008"	490	1957878	25.0
	"Female"	"F"	"2 years"	"2"	"2009"	"2009"	502	2005270	25.0
	"Female"	"F"	"2 years"	"2"	"2010"	"2010"	444	2004731	22.1
	"Female"	"F"	"2 years"	"2"	"2011"	"2011"	444	1944761	22.8
	"Female"	"F"	"2 years"	"2"	"2012"	"2012"	459	1948274	23.6
	"Female"	"F"	"2 years"	"2"	"2013"	"2013"	426	1948680	21.9
	"Female"	"F"	"2 years"	"2"	"2014"	"2014"	425	1935270	22.0
	"Female"	"F"	"2 years"	"2"	"2015"	"2015"	442	1939979	22.8
	"Female"	"F"	"2 years"	"2"	"2016"	"2016"	474	1949132	24.3
"Total"	"Female"	"F"	"2 years"	"2"			9020	34785059	25.9
	"Female"	"F"	"3 years"	"3"	"1999"	"1999"	445	1868553	23.8
	"Female"	"F"	"3 years"	"3"	"2000"	"2000"	374	1873836	20.0
	"Female"	"F"	"3 years"	"3"	"2001"	"2001"	420	1857443	22.6
	"Female"	"F"	"3 years"	"3"	"2002"	"2002"	375	1859439	20.2
	"Female"	"F"	"3 years"	"3"	"2003"	"2003"	421	1885740	22.3
	"Female"	"F"	"3 years"	"3"	"2004"	"2004"	382	1962287	19.5
	"Female"	"F"	"3 years"	"3"	"2005"	"2005"	354	1930395	18.3
	"Female"	"F"	"3 years"	"3"	"2006"	"2006"	362	1939447	18.7
	"Female"	"F"	"3 years"	"3"	"2007"	"2007"	381	1958867	19.5
	"Female"	"F"	"3 years"	"3"	"2008"	"2008"	376	1952383	19.3
	"Female"	"F"	"3 years"	"3"	"2009"	"2009"	378	1969393	19.2
	"Female"	"F"	"3 years"	"3"	"2010"	"2010"	338	2014490	16.8
	"Female"	"F"	"3 years"	"3"	"2011"	"2011"	345	2007550	17.2
	"Female"	"F"	"3 years"	"3"	"2012"	"2012"	359	1949929	18.4
	"Female"	"F"	"3 years"	"3"	"2013"	"2013"	320	1953120	16.4
	"Female"	"F"	"3 years"	"3"	"2014"	"2014"	312	1956572	15.9
	"Female"	"F"	"3 years"	"3"	"2015"	"2015"	316	1943417	16.3
	"Female"	"F"	"3 years"	"3"	"2016"	"2016"	323	1947408	16.6
"Total"	"Female"	"F"	"3 years"	"3"			6581	34830269	18.9
	"Female"	"F"	"4 years"	"4"	"1999"	"1999"	364	1926335	18.9
	"Female"	"F"	"4 years"	"4"	"2000"	"2000"	354	1915665	18.5
	"Female"	"F"	"4 years"	"4"	"2001"	"2001"	341	1871311	18.2
	"Female"	"F"	"4 years"	"4"	"2002"	"2002"	319	1861887	17.1
	"Female"	"F"	"4 years"	"4"	"2003"	"2003"	329	1864923	17.6
	"Female"	"F"	"4 years"	"4"	"2004"	"2004"	322	1892670	17.0
	"Female"	"F"	"4 years"	"4"	"2005"	"2005"	304	1971897	15.4
	"Female"	"F"	"4 years"	"4"	"2006"	"2006"	313	1942684	16.1
	"Female"	"F"	"4 years"	"4"	"2007"	"2007"	291	1953816	14.9
	"Female"	"F"	"4 years"	"4"	"2008"	"2008"	305	1975431	15.4
	"Female"	"F"	"4 years"	"4"	"2009"	"2009"	299	1970678	15.2
	"Female"	"F"	"4 years"	"4"	"2010"	"2010"	268	1985620	13.5
	"Female"	"F"	"4 years"	"4"	"2011"	"2011"	298	2015487	14.8
	"Female"	"F"	"4 years"	"4"	"2012"	"2012"	278	2012570	13.8
	"Female"	"F"	"4 years"	"4"	"2013"	"2013"	271	1954885	13.9
	"Female"	"F"	"4 years"	"4"	"2014"	"2014"	258	1959950	13.2
	"Female"	"F"	"4 years"	"4"	"2015"	"2015"	248	1964111	12.6
	"Female"	"F"	"4 years"	"4"	"2016"	"2016"	298	1950127	15.3
"Total"	"Female"	"F"	"4 years"	"4"			5460	34990047	15.6
	"Female"	"F"	"5 years"	"5"	"1999"	"1999"	317	1950892	16.2
	"Female"	"F"	"5 years"	"5"	"2000"	"2000"	314	1934031	16.2
	"Female"	"F"	"5 years"	"5"	"2001"	"2001"	287	1909212	15.0
	"Female"	"F"	"5 years"	"5"	"2002"	"2002"	306	1876401	16.3
	"Female"	"F"	"5 years"	"5"	"2003"	"2003"	270	1867683	14.5
	"Female"	"F"	"5 years"	"5"	"2004"	"2004"	304	1871767	16.2
	"Female"	"F"	"5 years"	"5"	"2005"	"2005"	260	1901483	13.7
	"Female"	"F"	"5 years"	"5"	"2006"	"2006"	280	1982961	14.1
	"Female"	"F"	"5 years"	"5"	"2007"	"2007"	250	1955007	12.8
	"Female"	"F"	"5 years"	"5"	"2008"	"2008"	254	1968133	12.9
	"Female"	"F"	"5 years"	"5"	"2009"	"2009"	268	1991556	13.5
	"Female"	"F"	"5 years"	"5"	"2010"	"2010"	208	1984764	10.5
	"Female"	"F"	"5 years"	"5"	"2011"	"2011"	245	1998262	12.3
	"Female"	"F"	"5 years"	"5"	"2012"	"2012"	248	2020709	12.3
	"Female"	"F"	"5 years"	"5"	"2013"	"2013"	250	2017560	12.4
	"Female"	"F"	"5 years"	"5"	"2014"	"2014"	241	1961391	12.3
	"Female"	"F"	"5 years"	"5"	"2015"	"2015"	222	1967310	11.3
	"Female"	"F"	"5 years"	"5"	"2016"	"2016"	256	1970381	13.0
"Total"	"Female"	"F"	"5 years"	"5"			4780	35129503	13.6
	"Female"	"F"	"6 years"	"6"	"1999"	"1999"	312	1970698	15.8
	"Female"	"F"	"6 years"	"6"	"2000"	"2000"	273	1961488	13.9
	"Female"	"F"	"6 years"	"6"	"2001"	"2001"	282	1937940	14.6
	"Female"	"F"	"6 years"	"6"	"2002"	"2002"	243	1911028	12.7
	"Female"	"F"	"6 years"	"6"	"2003"	"2003"	240	1877108	12.8
	"Female"	"F"	"6 years"	"6"	"2004"	"2004"	251	1867533	13.4
	"Female"	"F"	"6 years"	"6"	"2005"	"2005"	288	1871697	15.4
	"Female"	"F"	"6 years"	"6"	"2006"	"2006"	260	1901451	13.7
	"Female"	"F"	"6 years"	"6"	"2007"	"2007"	256	1981981	12.9
	"Female"	"F"	"6 years"	"6"	"2008"	"2008"	227	1953618	11.6
	"Female"	"F"	"6 years"	"6"	"2009"	"2009"	248	1966642	12.6
	"Female"	"F"	"6 years"	"6"	"2010"	"2010"	211	1991062	10.6
	"Female"	"F"	"6 years"	"6"	"2011"	"2011"	219	1993089	11.0
	"Female"	"F"	"6 years"	"6"	"2012"	"2012"	203	2003493	10.1
	"Female"	"F"	"6 years"	"6"	"2013"	"2013"	226	2025310	11.2
	"Female"	"F"	"6 years"	"6"	"2014"	"2014"	202	2024024	10.0
	"Female"	"F"	"6 years"	"6"	"2015"	"2015"	233	1968544	11.8
	"Female"	"F"	"6 years"	"6"	"2016"	"2016"	206	1973241	10.4
"Total"	"Female"	"F"	"6 years"	"6"			4380	35179947	12.5
	"Female"	"F"	"7 years"	"7"	"1999"	"1999"	297	2034495	14.6
	"Female"	"F"	"7 years"	"7"	"2000"	"2000"	295	2008279	14.7
	"Female"	"F"	"7 years"	"7"	"2001"	"2001"	275	1958002	14.0
	"Female"	"F"	"7 years"	"7"	"2002"	"2002"	239	1943048	12.3
	"Female"	"F"	"7 years"	"7"	"2003"	"2003"	256	1916822	13.4
	"Female"	"F"	"7 years"	"7"	"2004"	"2004"	225	1883869	11.9
	"Female"	"F"	"7 years"	"7"	"2005"	"2005"	257	1876179	13.7
	"Female"	"F"	"7 years"	"7"	"2006"	"2006"	222	1882266	11.8
	"Female"	"F"	"7 years"	"7"	"2007"	"2007"	231	1913487	12.1
	"Female"	"F"	"7 years"	"7"	"2008"	"2008"	216	1995829	10.8
	"Female"	"F"	"7 years"	"7"	"2009"	"2009"	186	1968502	9.4
	"Female"	"F"	"7 years"	"7"	"2010"	"2010"	193	1973503	9.8
	"Female"	"F"	"7 years"	"7"	"2011"	"2011"	202	1998546	10.1
	"Female"	"F"	"7 years"	"7"	"2012"	"2012"	173	1998409	8.7
	"Female"	"F"	"7 years"	"7"	"2013"	"2013"	190	2007933	9.5
	"Female"	"F"	"7 years"	"7"	"2014"	"2014"	188	2031760	9.3
	"Female"	"F"	"7 years"	"7"	"2015"	"2015"	207	2031242	10.2
	"Female"	"F"	"7 years"	"7"	"2016"	"2016"	240	1974326	12.2
"Total"	"Female"	"F"	"7 years"	"7"			4092	35396497	11.6
	"Female"	"F"	"8 years"	"8"	"1999"	"1999"	303	2034953	14.9
	"Female"	"F"	"8 years"	"8"	"2000"	"2000"	260	2041401	12.7
	"Female"	"F"	"8 years"	"8"	"2001"	"2001"	246	1998184	12.3
	"Female"	"F"	"8 years"	"8"	"2002"	"2002"	263	1962016	13.4
	"Female"	"F"	"8 years"	"8"	"2003"	"2003"	236	1946758	12.1
	"Female"	"F"	"8 years"	"8"	"2004"	"2004"	224	1920442	11.7
	"Female"	"F"	"8 years"	"8"	"2005"	"2005"	235	1888355	12.4
	"Female"	"F"	"8 years"	"8"	"2006"	"2006"	212	1881597	11.3
	"Female"	"F"	"8 years"	"8"	"2007"	"2007"	230	1887870	12.2
	"Female"	"F"	"8 years"	"8"	"2008"	"2008"	208	1919626	10.8
	"Female"	"F"	"8 years"	"8"	"2009"	"2009"	193	2002104	9.6
	"Female"	"F"	"8 years"	"8"	"2010"	"2010"	209	1981033	10.6
	"Female"	"F"	"8 years"	"8"	"2011"	"2011"	210	1984554	10.6
	"Female"	"F"	"8 years"	"8"	"2012"	"2012"	188	2003830	9.4
	"Female"	"F"	"8 years"	"8"	"2013"	"2013"	195	2002750	9.7
	"Female"	"F"	"8 years"	"8"	"2014"	"2014"	188	2014402	9.3
	"Female"	"F"	"8 years"	"8"	"2015"	"2015"	195	2039062	9.6
	"Female"	"F"	"8 years"	"8"	"2016"	"2016"	194	2037098	9.5
"Total"	"Female"	"F"	"8 years"	"8"			3989	35546035	11.2
	"Female"	"F"	"9 years"	"9"	"1999"	"1999"	281	2061580	13.6
	"Female"	"F"	"9 years"	"9"	"2000"	"2000"	261	2081029	12.5
	"Female"	"F"	"9 years"	"9"	"2001"	"2001"	276	2040960	13.5
	"Female"	"F"	"9 years"	"9"	"2002"	"2002"	265	2007242	13.2
	"Female"	"F"	"9 years"	"9"	"2003"	"2003"	256	1972876	13.0
	"Female"	"F"	"9 years"	"9"	"2004"	"2004"	239	1959620	12.2
	"Female"	"F"	"9 years"	"9"	"2005"	"2005"	241	1936186	12.4
	"Female"	"F"	"9 years"	"9"	"2006"	"2006"	210	1906898	11.0
	"Female"	"F"	"9 years"	"9"	"2007"	"2007"	225	1902338	11.8
	"Female"	"F"	"9 years"	"9"	"2008"	"2008"	201	1911282	10.5
	"Female"	"F"	"9 years"	"9"	"2009"	"2009"	230	1945940	11.8
	"Female"	"F"	"9 years"	"9"	"2010"	"2010"	184	2028657	9.1
	"Female"	"F"	"9 years"	"9"	"2011"	"2011"	195	1975558	9.9
	"Female"	"F"	"9 years"	"9"	"2012"	"2012"	202	1989902	10.2
	"Female"	"F"	"9 years"	"9"	"2013"	"2013"	183	2008054	9.1
	"Female"	"F"	"9 years"	"9"	"2014"	"2014"	181	2009560	9.0
	"Female"	"F"	"9 years"	"9"	"2015"	"2015"	168	2021886	8.3
	"Female"	"F"	"9 years"	"9"	"2016"	"2016"	217	2044830	10.6
"Total"	"Female"	"F"	"9 years"	"9"			4015	35804398	11.2
	"Female"	"F"	"10 years"	"10"	"1999"	"1999"	293	2021562	14.5
	"Female"	"F"	"10 years"	"10"	"2000"	"2000"	254	2082812	12.2
	"Female"	"F"	"10 years"	"10"	"2001"	"2001"	245	2087011	11.7
	"Female"	"F"	"10 years"	"10"	"2002"	"2002"	258	2072652	12.4
	"Female"	"F"	"10 years"	"10"	"2003"	"2003"	288	2049649	14.1
	"Female"	"F"	"10 years"	"10"	"2004"	"2004"	259	2026099	12.8
	"Female"	"F"	"10 years"	"10"	"2005"	"2005"	223	2024518	11.0
	"Female"	"F"	"10 years"	"10"	"2006"	"2006"	228	2012412	11.3
	"Female"	"F"	"10 years"	"10"	"2007"	"2007"	244	1992946	12.2
	"Female"	"F"	"10 years"	"10"	"2008"	"2008"	210	1999441	10.5
	"Female"	"F"	"10 years"	"10"	"2009"	"2009"	209	2019572	10.3
	"Female"	"F"	"10 years"	"10"	"2010"	"2010"	197	2036545	9.7
	"Female"	"F"	"10 years"	"10"	"2011"	"2011"	202	2022470	10.0
	"Female"	"F"	"10 years"	"10"	"2012"	"2012"	191	1980794	9.6
	"Female"	"F"	"10 years"	"10"	"2013"	"2013"	194	1994285	9.7
	"Female"	"F"	"10 years"	"10"	"2014"	"2014"	165	2015380	8.2
	"Female"	"F"	"10 years"	"10"	"2015"	"2015"	167	2017346	8.3
	"Female"	"F"	"10 years"	"10"	"2016"	"2016"	189	2027418	9.3
"Total"	"Female"	"F"	"10 years"	"10"			4016	36482912	11.0
	"Female"	"F"	"11 years"	"11"	"1999"	"1999"	296	1969839	15.0
	"Female"	"F"	"11 years"	"11"	"2000"	"2000"	301	2006936	15.0
	"Female"	"F"	"11 years"	"11"	"2001"	"2001"	272	2117318	12.8
	"Female"	"F"	"11 years"	"11"	"2002"	"2002"	271	2095934	12.9
	"Female"	"F"	"11 years"	"11"	"2003"	"2003"	273	2077602	13.1
	"Female"	"F"	"11 years"	"11"	"2004"	"2004"	235	2050854	11.5
	"Female"	"F"	"11 years"	"11"	"2005"	"2005"	244	2024711	12.1
	"Female"	"F"	"11 years"	"11"	"2006"	"2006"	226	2020446	11.2
	"Female"	"F"	"11 years"	"11"	"2007"	"2007"	212	2005151	10.6
	"Female"	"F"	"11 years"	"11"	"2008"	"2008"	237	1982889	12.0
	"Female"	"F"	"11 years"	"11"	"2009"	"2009"	247	1986140	12.4
	"Female"	"F"	"11 years"	"11"	"2010"	"2010"	223	2011151	11.1
	"Female"	"F"	"11 years"	"11"	"2011"	"2011"	177	2048722	8.6
	"Female"	"F"	"11 years"	"11"	"2012"	"2012"	200	2027606	9.9
	"Female"	"F"	"11 years"	"11"	"2013"	"2013"	198	1985604	10.0
	"Female"	"F"	"11 years"	"11"	"2014"	"2014"	189	2001949	9.4
	"Female"	"F"	"11 years"	"11"	"2015"	"2015"	198	2023586	9.8
	"Female"	"F"	"11 years"	"11"	"2016"	"2016"	227	2022731	11.2
"Total"	"Female"	"F"	"11 years"	"11"			4226	36459169	11.6
	"Female"	"F"	"12 years"	"12"	"1999"	"1999"	303	1956197	15.5
	"Female"	"F"	"12 years"	"12"	"2000"	"2000"	279	1988614	14.0
	"Female"	"F"	"12 years"	"12"	"2001"	"2001"	301	2040841	14.7
	"Female"	"F"	"12 years"	"12"	"2002"	"2002"	304	2134909	14.2
	"Female"	"F"	"12 years"	"12"	"2003"	"2003"	278	2114378	13.1
	"Female"	"F"	"12 years"	"12"	"2004"	"2004"	279	2097086	13.3
	"Female"	"F"	"12 years"	"12"	"2005"	"2005"	268	2072265	12.9
	"Female"	"F"	"12 years"	"12"	"2006"	"2006"	241	2048001	11.8
	"Female"	"F"	"12 years"	"12"	"2007"	"2007"	243	2044995	11.9
	"Female"	"F"	"12 years"	"12"	"2008"	"2008"	222	2031304	10.9
	"Female"	"F"	"12 years"	"12"	"2009"	"2009"	249	2010144	12.4
	"Female"	"F"	"12 years"	"12"	"2010"	"2010"	244	2006098	12.2
	"Female"	"F"	"12 years"	"12"	"2011"	"2011"	205	2014482	10.2
	"Female"	"F"	"12 years"	"12"	"2012"	"2012"	209	2053985	10.2
	"Female"	"F"	"12 years"	"12"	"2013"	"2013"	232	2032890	11.4
	"Female"	"F"	"12 years"	"12"	"2014"	"2014"	222	1993547	11.1
	"Female"	"F"	"12 years"	"12"	"2015"	"2015"	225	2010241	11.2
	"Female"	"F"	"12 years"	"12"	"2016"	"2016"	221	2028493	10.9
"Total"	"Female"	"F"	"12 years"	"12"			4525	36678470	12.3
	"Female"	"F"	"13 years"	"13"	"1999"	"1999"	296	1952202	15.2
	"Female"	"F"	"13 years"	"13"	"2000"	"2000"	339	1956842	17.3
	"Female"	"F"	"13 years"	"13"	"2001"	"2001"	325	2006423	16.2
	"Female"	"F"	"13 years"	"13"	"2002"	"2002"	382	2052880	18.6
	"Female"	"F"	"13 years"	"13"	"2003"	"2003"	346	2144999	16.1
	"Female"	"F"	"13 years"	"13"	"2004"	"2004"	349	2122487	16.4
	"Female"	"F"	"13 years"	"13"	"2005"	"2005"	317	2104267	15.1
	"Female"	"F"	"13 years"	"13"	"2006"	"2006"	290	2078526	14.0
	"Female"	"F"	"13 years"	"13"	"2007"	"2007"	319	2052707	15.5
	"Female"	"F"	"13 years"	"13"	"2008"	"2008"	260	2048464	12.7
	"Female"	"F"	"13 years"	"13"	"2009"	"2009"	255	2033250	12.5
	"Female"	"F"	"13 years"	"13"	"2010"	"2010"	243	2013099	12.1
	"Female"	"F"	"13 years"	"13"	"2011"	"2011"	237	2013430	11.8
	"Female"	"F"	"13 years"	"13"	"2012"	"2012"	243	2020062	12.0
	"Female"	"F"	"13 years"	"13"	"2013"	"2013"	293	2059475	14.2
	"Female"	"F"	"13 years"	"13"	"2014"	"2014"	259	2041159	12.7
	"Female"	"F"	"13 years"	"13"	"2015"	"2015"	291	2001602	14.5
	"Female"	"F"	"13 years"	"13"	"2016"	"2016"	258	2014600	12.8
"Total"	"Female"	"F"	"13 years"	"13"			5302	36716474	14.4
	"Female"	"F"	"14 years"	"14"	"1999"	"1999"	405	1955864	20.7
	"Female"	"F"	"14 years"	"14"	"2000"	"2000"	436	1972671	22.1
	"Female"	"F"	"14 years"	"14"	"2001"	"2001"	418	1979876	21.1
	"Female"	"F"	"14 years"	"14"	"2002"	"2002"	421	2015047	20.9
	"Female"	"F"	"14 years"	"14"	"2003"	"2003"	361	2058247	17.5
	"Female"	"F"	"14 years"	"14"	"2004"	"2004"	470	2147180	21.9
	"Female"	"F"	"14 years"	"14"	"2005"	"2005"	416	2122621	19.6
	"Female"	"F"	"14 years"	"14"	"2006"	"2006"	355	2102559	16.9
	"Female"	"F"	"14 years"	"14"	"2007"	"2007"	352	2074283	17.0
	"Female"	"F"	"14 years"	"14"	"2008"	"2008"	336	2046376	16.4
	"Female"	"F"	"14 years"	"14"	"2009"	"2009"	318	2039626	15.6
	"Female"	"F"	"14 years"	"14"	"2010"	"2010"	313	2030439	15.4
	"Female"	"F"	"14 years"	"14"	"2011"	"2011"	330	2018718	16.3
	"Female"	"F"	"14 years"	"14"	"2012"	"2012"	307	2019557	15.2
	"Female"	"F"	"14 years"	"14"	"2013"	"2013"	302	2025677	14.9
	"Female"	"F"	"14 years"	"14"	"2014"	"2014"	287	2068252	13.9
	"Female"	"F"	"14 years"	"14"	"2015"	"2015"	352	2049167	17.2
	"Female"	"F"	"14 years"	"14"	"2016"	"2016"	354	2006259	17.6
"Total"	"Female"	"F"	"14 years"	"14"			6533	36732419	17.8
	"Female"	"F"	"15 years"	"15"	"1999"	"1999"	512	1913334	26.8
	"Female"	"F"	"15 years"	"15"	"2000"	"2000"	540	1954277	27.6
	"Female"	"F"	"15 years"	"15"	"2001"	"2001"	499	1987434	25.1
	"Female"	"F"	"15 years"	"15"	"2002"	"2002"	506	1996259	25.3
	"Female"	"F"	"15 years"	"15"	"2003"	"2003"	489	2032351	24.1
	"Female"	"F"	"15 years"	"15"	"2004"	"2004"	536	2076760	25.8
	"Female"	"F"	"15 years"	"15"	"2005"	"2005"	486	2168521	22.4
	"Female"	"F"	"15 years"	"15"	"2006"	"2006"	475	2146323	22.1
	"Female"	"F"	"15 years"	"15"	"2007"	"2007"	469	2127798	22.0
	"Female"	"F"	"15 years"	"15"	"2008"	"2008"	467	2101218	22.2
	"Female"	"F"	"15 years"	"15"	"2009"	"2009"	406	2074716	19.6
	"Female"	"F"	"15 years"	"15"	"2010"	"2010"	362	2065798	17.5
	"Female"	"F"	"15 years"	"15"	"2011"	"2011"	361	2027333	17.8
	"Female"	"F"	"15 years"	"15"	"2012"	"2012"	392	2025654	19.4
	"Female"	"F"	"15 years"	"15"	"2013"	"2013"	348	2025522	17.2
	"Female"	"F"	"15 years"	"15"	"2014"	"2014"	367	2035299	18.0
	"Female"	"F"	"15 years"	"15"	"2015"	"2015"	368	2076753	17.7
	"Female"	"F"	"15 years"	"15"	"2016"	"2016"	399	2054841	19.4
"Total"	"Female"	"F"	"15 years"	"15"			7982	36890191	21.6
	"Female"	"F"	"16 years"	"16"	"1999"	"1999"	784	1948049	40.2
	"Female"	"F"	"16 years"	"16"	"2000"	"2000"	716	1926439	37.2
	"Female"	"F"	"16 years"	"16"	"2001"	"2001"	741	1992853	37.2
	"Female"	"F"	"16 years"	"16"	"2002"	"2002"	773	2004322	38.6
	"Female"	"F"	"16 years"	"16"	"2003"	"2003"	705	2012581	35.0
	"Female"	"F"	"16 years"	"16"	"2004"	"2004"	739	2048548	36.1
	"Female"	"F"	"16 years"	"16"	"2005"	"2005"	676	2094194	32.3
	"Female"	"F"	"16 years"	"16"	"2006"	"2006"	705	2187586	32.2
	"Female"	"F"	"16 years"	"16"	"2007"	"2007"	672	2165619	31.0
	"Female"	"F"	"16 years"	"16"	"2008"	"2008"	573	2147828	26.7
	"Female"	"F"	"16 years"	"16"	"2009"	"2009"	565	2121530	26.6
	"Female"	"F"	"16 years"	"16"	"2010"	"2010"	514	2100105	24.5
	"Female"	"F"	"16 years"	"16"	"2011"	"2011"	497	2066353	24.1
	"Female"	"F"	"16 years"	"16"	"2012"	"2012"	497	2035449	24.4
	"Female"	"F"	"16 years"	"16"	"2013"	"2013"	422	2032193	20.8
	"Female"	"F"	"16 years"	"16"	"2014"	"2014"	439	2036296	21.6
	"Female"	"F"	"16 years"	"16"	"2015"	"2015"	486	2045025	23.8
	"Female"	"F"	"16 years"	"16"	"2016"	"2016"	507	2084083	24.3
"Total"	"Female"	"F"	"16 years"	"16"			11011	37049053	29.7
	"Female"	"F"	"17 years"	"17"	"1999"	"1999"	892	1947136	45.8
	"Female"	"F"	"17 years"	"17"	"2000"	"2000"	784	1954732	40.1
	"Female"	"F"	"17 years"	"17"	"2001"	"2001"	849	1947338	43.6
	"Female"	"F"	"17 years"	"17"	"2002"	"2002"	872	2007233	43.4
	"Female"	"F"	"17 years"	"17"	"2003"	"2003"	794	2015547	39.4
	"Female"	"F"	"17 years"	"17"	"2004"	"2004"	819	2021150	40.5
	"Female"	"F"	"17 years"	"17"	"2005"	"2005"	811	2055847	39.4
	"Female"	"F"	"17 years"	"17"	"2006"	"2006"	766	2100214	36.5
	"Female"	"F"	"17 years"	"17"	"2007"	"2007"	746	2191076	34.0
	"Female"	"F"	"17 years"	"17"	"2008"	"2008"	681	2167548	31.4
	"Female"	"F"	"17 years"	"17"	"2009"	"2009"	689	2147758	32.1
	"Female"	"F"	"17 years"	"17"	"2010"	"2010"	578	2132142	27.1
	"Female"	"F"	"17 years"	"17"	"2011"	"2011"	618	2105118	29.4
	"Female"	"F"	"17 years"	"17"	"2012"	"2012"	520	2075821	25.1
	"Female"	"F"	"17 years"	"17"	"2013"	"2013"	539	2042940	26.4
	"Female"	"F"	"17 years"	"17"	"2014"	"2014"	544	2045897	26.6
	"Female"	"F"	"17 years"	"17"	"2015"	"2015"	569	2049112	27.8
	"Female"	"F"	"17 years"	"17"	"2016"	"2016"	613	2054585	29.8
"Total"	"Female"	"F"	"17 years"	"17"			12684	37061194	34.2
	"Female"	"F"	"18 years"	"18"	"1999"	"1999"	904	1942583	46.5
	"Female"	"F"	"18 years"	"18"	"2000"	"2000"	927	1972745	47.0
	"Female"	"F"	"18 years"	"18"	"2001"	"2001"	830	1977996	42.0
	"Female"	"F"	"18 years"	"18"	"2002"	"2002"	915	1971434	46.4
	"Female"	"F"	"18 years"	"18"	"2003"	"2003"	983	2032257	48.4
	"Female"	"F"	"18 years"	"18"	"2004"	"2004"	966	2041748	47.3
	"Female"	"F"	"18 years"	"18"	"2005"	"2005"	905	2050714	44.1
